id,date,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,size_sqft
1526069017,20141203T000000,921500.0,4,2.5,2.0,0,0,4,9,1994,0,98077,47.7421,-122.026,413545
809001525,20140625T000000,890000.0,4,1.0,2.0,0,0,3,8,1905,0,98109,47.6354,-122.353,15300
7855801670,20150401T000000,2250000.0,4,3.25,2.0,0,3,3,12,2006,0,98006,47.562,-122.162,43120
6388930390,20141120T000000,650000.0,5,3.5,2.0,0,0,3,9,1996,0,98056,47.525,-122.172,49480
7215720160,20150304T000000,900000.0,3,2.5,2.0,0,0,3,10,2000,0,98075,47.6012,-122.023,39404
1836980160,20150324T000000,807100.0,4,2.5,2.0,0,0,3,9,1999,0,98006,47.565,-122.125,17279
3261020370,20140605T000000,653000.0,3,2.5,1.0,0,0,4,8,1979,0,98034,47.7028,-122.231,26340
1762600070,20150116T000000,917500.0,4,2.5,2.0,0,0,3,10,1984,0,98033,47.6477,-122.182,81733
1687900520,20140929T000000,673000.0,4,2.25,2.0,0,0,4,8,1980,0,98006,47.5619,-122.125,23965
8123100045,20150414T000000,470000.0,4,3.0,1.5,0,0,4,7,1925,0,98126,47.5384,-122.376,16670
3127200041,20140613T000000,589000.0,4,3.0,2.0,0,0,5,7,1961,0,98034,47.7044,-122.2,26370
11510310,20140905T000000,835000.0,4,2.75,2.0,0,0,3,9,1993,0,98052,47.6993,-122.102,31916
825059270,20141121T000000,1095000.0,5,3.0,1.0,0,2,4,10,1986,0,98033,47.6627,-122.188,33840
1954440060,20140505T000000,560000.0,3,2.5,2.0,0,0,3,8,1987,0,98074,47.62,-122.043,23318
1115810060,20141205T000000,585188.0,3,2.25,1.0,0,0,3,8,1975,0,98052,47.6647,-122.153,26056
2287000060,20140912T000000,799000.0,3,2.5,1.0,0,0,4,8,1959,0,98040,47.5505,-122.219,26940
3456000310,20140804T000000,840000.0,4,1.75,1.0,0,0,4,9,1966,0,98040,47.5378,-122.219,29484
9526600140,20140919T000000,677900.0,3,2.5,2.0,0,0,3,8,2010,0,98052,47.7073,-122.114,16804
8677300550,20140515T000000,592500.0,4,2.5,1.0,0,0,3,9,1983,0,98074,47.6143,-122.017,31400
4014400292,20150114T000000,465000.0,3,2.5,2.0,0,0,3,9,2005,0,98001,47.3185,-122.275,44340
1102000196,20140527T000000,477000.0,4,2.75,2.0,0,0,3,8,1978,0,98118,47.5458,-122.268,20540
46100204,20150221T000000,1505000.0,5,3.0,1.0,0,3,3,9,1957,1991,98040,47.5673,-122.21,64863
1250202145,20140828T000000,1072000.0,2,2.25,1.0,0,3,3,8,1947,0,98144,47.5884,-122.291,30428
7611200125,20141023T000000,467000.0,2,1.5,1.0,0,0,4,8,1947,0,98177,47.7145,-122.367,27600
5611500140,20140822T000000,686000.0,4,2.5,2.0,0,0,3,10,1999,0,98075,47.5836,-122.026,23157
626059335,20140904T000000,527000.0,4,2.25,2.0,0,0,3,8,1987,0,98011,47.7663,-122.215,36061
8682281200,20150309T000000,479950.0,2,2.0,1.0,0,0,3,8,2005,0,98053,47.7076,-122.013,17185
7202340400,20150303T000000,516500.0,3,2.5,2.0,0,0,3,7,2004,0,98053,47.6794,-122.034,14668
8096000060,20150413T000000,655000.0,2,1.75,2.0,1,4,3,7,1915,1978,98166,47.4497,-122.375,33921
2424000060,20140616T000000,500000.0,4,2.75,1.0,0,0,5,7,1960,0,98059,47.5218,-122.164,37534
3677400445,20140902T000000,475000.0,3,1.5,1.5,0,0,5,7,1947,0,98108,47.5575,-122.303,17130
1762600320,20140610T000000,1025000.0,5,4.0,2.0,0,0,3,10,1983,0,98033,47.6489,-122.183,74086
326069104,20140701T000000,800000.0,3,3.5,2.0,0,0,3,10,1993,0,98077,47.7641,-122.023,380403
5152100060,20140529T000000,472000.0,6,2.5,1.0,0,2,4,9,1965,0,98003,47.3376,-122.324,39442
2025069065,20140929T000000,2400000.0,4,2.5,1.0,1,4,3,9,2000,0,98074,47.6338,-122.072,37615
1310430400,20140513T000000,455000.0,4,2.5,2.0,0,0,3,9,2001,0,98058,47.4369,-122.111,24032
5101404898,20140519T000000,592500.0,2,2.0,1.5,0,2,5,7,1928,0,98115,47.6979,-122.32,20267
1873100060,20140829T000000,693000.0,4,2.5,2.0,0,0,3,8,2006,0,98052,47.7048,-122.109,17994
3325069129,20141216T000000,525000.0,3,2.25,2.0,0,0,3,10,1979,0,98074,47.6154,-122.047,80540
7960900060,20150504T000000,2900000.0,4,3.25,1.5,0,2,3,11,1982,2008,98004,47.6312,-122.223,54150
4054500390,20141007T000000,1365000.0,4,4.75,2.0,0,0,4,11,1989,0,98077,47.7285,-122.042,119589
9189700045,20150127T000000,450000.0,3,2.0,1.0,0,0,5,8,1960,0,98058,47.4672,-122.165,33028
1126049053,20141113T000000,770000.0,4,2.75,2.0,0,0,3,9,2014,0,98028,47.7618,-122.261,47936
2022069200,20150505T000000,455000.0,4,2.5,1.0,0,0,3,8,1997,0,98038,47.3828,-122.071,105850
7424700045,20150513T000000,2050000.0,5,3.0,2.0,0,1,5,9,1905,1994,98122,47.6166,-122.287,26746
7202360350,20140630T000000,780000.0,4,2.5,2.0,0,0,3,9,2005,0,98053,47.6811,-122.025,25832
7214810350,20141017T000000,467000.0,5,2.25,1.0,0,0,3,7,1979,0,98072,47.7564,-122.144,30550
9552700140,20140702T000000,675000.0,5,2.25,1.0,0,0,3,8,1985,0,98006,47.5461,-122.151,28710
2200500350,20140812T000000,500000.0,2,1.0,1.0,0,0,4,7,1954,0,98006,47.5712,-122.143,32427
6619910140,20150224T000000,630000.0,4,1.75,1.0,0,2,4,8,1975,0,98034,47.7128,-122.223,26645
6073240060,20141002T000000,580000.0,4,3.0,2.0,0,0,3,8,1986,0,98056,47.5399,-122.181,30944
9297300045,20140709T000000,550000.0,3,2.0,2.0,0,3,5,8,1929,0,98126,47.5717,-122.375,14662
9510920070,20140710T000000,879000.0,4,2.5,2.0,0,0,3,10,1994,0,98075,47.5951,-122.017,43355
3225069065,20140624T000000,3075000.0,4,5.0,1.0,1,4,3,10,2002,0,98074,47.6053,-122.077,51799
2747100024,20140619T000000,576000.0,3,2.5,1.0,0,0,4,7,1948,0,98117,47.6933,-122.393,22380
7280300196,20150403T000000,550000.0,4,2.75,1.0,0,0,4,8,1965,0,98177,47.7776,-122.384,21425
8651520400,20140612T000000,610750.0,4,2.25,2.0,0,0,3,8,1984,0,98074,47.6459,-122.058,23688
3204800200,20150108T000000,665000.0,4,2.75,2.0,0,0,5,8,1960,0,98056,47.5376,-122.18,28264
3416600800,20150209T000000,834000.0,4,2.5,1.5,0,2,5,8,1928,0,98144,47.601,-122.294,16930
1860600135,20140502T000000,2384000.0,5,2.5,2.0,0,4,5,10,1921,0,98119,47.6345,-122.367,24630
4139480200,20140618T000000,1384000.0,4,3.25,1.0,0,3,3,11,1997,0,98006,47.5503,-122.102,35787
4139480200,20141209T000000,1400000.0,4,3.25,1.0,0,3,3,11,1997,0,98006,47.5503,-122.102,35787
7771300125,20150408T000000,487000.0,3,2.0,1.0,0,0,5,8,1948,0,98133,47.7357,-122.333,28964
325059286,20140513T000000,819900.0,5,2.75,2.0,0,0,3,9,2013,0,98052,47.6759,-122.151,23363
2597650240,20141023T000000,520000.0,3,2.25,2.0,0,0,3,8,1984,0,98027,47.5162,-122.057,40878
1959700550,20140905T000000,740000.0,4,2.0,1.5,0,0,4,9,1922,0,98102,47.644,-122.319,16320
9542850320,20140725T000000,790000.0,3,2.25,1.0,0,0,4,9,1977,0,98005,47.592,-122.166,27533
3179100060,20140916T000000,880000.0,4,3.5,2.0,0,0,3,9,1951,2002,98105,47.669,-122.275,20840
9550201550,20150408T000000,640000.0,2,1.0,1.0,0,0,3,7,1924,0,98103,47.6666,-122.331,13850
191100045,20140703T000000,940000.0,4,2.0,2.0,0,0,5,9,1968,0,98040,47.5639,-122.217,26800
200350070,20140602T000000,559900.0,3,2.75,1.0,0,0,3,9,2004,0,98072,47.7648,-122.164,25054
3126069068,20150424T000000,485000.0,4,1.75,2.0,0,0,4,7,1962,0,98052,47.6945,-122.093,66439
1115300070,20141106T000000,684000.0,4,3.5,2.0,0,0,3,9,2010,0,98059,47.5222,-122.157,26030
7852110140,20140718T000000,552250.0,4,2.5,2.0,0,0,3,8,2002,0,98065,47.5374,-121.875,19186
2757000030,20140922T000000,855000.0,4,2.75,2.0,0,0,3,9,1965,0,98040,47.5603,-122.222,27790
325059171,20140505T000000,900000.0,3,1.0,1.0,0,0,3,7,1928,1954,98033,47.6891,-122.159,99661
952003285,20140805T000000,679900.0,3,2.5,2.0,0,2,3,9,2000,0,98116,47.565,-122.381,17900
3211290370,20140605T000000,463000.0,3,2.5,2.0,0,0,3,7,1992,0,98053,47.6359,-121.974,63229
925059078,20140819T000000,604950.0,3,2.5,1.0,0,0,3,8,2013,0,98033,47.6743,-122.184,21231
7855801090,20140917T000000,795000.0,5,2.5,1.0,0,2,4,8,1966,0,98006,47.5651,-122.164,27370
723099065,20150130T000000,465000.0,3,2.0,2.0,0,0,3,7,1994,0,98045,47.4853,-121.709,89547
6116500075,20150326T000000,673000.0,4,2.5,2.0,0,0,3,9,2002,0,98166,47.4508,-122.359,35969
1118500030,20141001T000000,810000.0,4,2.5,2.0,0,0,3,10,1991,0,98074,47.6375,-122.016,47315
424069250,20150423T000000,785000.0,4,2.75,1.0,0,0,4,8,1989,0,98075,47.5944,-122.042,101426
2231500030,20150324T000000,530000.0,4,2.25,1.0,0,0,5,7,1954,0,98133,47.7711,-122.341,23853
98020310,20140520T000000,730000.0,4,2.5,2.0,0,0,3,10,2004,0,98075,47.5823,-121.97,24718
9423400140,20140609T000000,450000.0,3,1.75,1.0,0,0,3,7,1940,0,98125,47.7164,-122.304,31150
624111000,20140805T000000,950000.0,3,3.0,2.0,0,0,3,10,1986,0,98077,47.7268,-122.06,39920
8563040160,20150121T000000,560000.0,4,2.25,1.0,0,0,3,8,1968,0,98052,47.6283,-122.095,23370
713500030,20140728T000000,1350000.0,5,3.5,2.0,0,2,3,11,1998,0,98006,47.5543,-122.148,47643
8651600160,20141111T000000,799000.0,4,2.25,2.0,0,0,4,8,1969,0,98040,47.5483,-122.226,28746
1653500070,20140512T000000,927000.0,4,2.75,2.0,0,0,3,8,1953,0,98004,47.6294,-122.218,34109
1923000030,20140728T000000,1118000.0,4,2.5,2.0,0,1,4,10,1983,0,98040,47.5634,-122.213,44452
7375300160,20150309T000000,530000.0,5,2.25,1.0,0,0,4,7,1958,0,98008,47.5976,-122.118,25150
1560930070,20140911T000000,840000.0,4,3.5,1.0,0,4,4,10,1986,0,98038,47.401,-122.026,85851
2422029094,20140716T000000,517534.0,2,1.0,1.0,0,0,3,5,2006,0,98070,47.3889,-122.482,290940
1774220160,20141104T000000,632925.0,3,2.5,2.0,0,0,4,8,1978,0,98077,47.7718,-122.095,77706
1525200060,20140723T000000,577500.0,3,2.5,2.0,0,0,3,9,1995,0,98034,47.7067,-122.2,21819
3426059070,20140909T000000,570000.0,3,1.75,1.0,0,0,4,7,1967,0,98052,47.7015,-122.164,64096
824079032,20140626T000000,563500.0,4,1.75,1.0,0,0,3,7,1964,0,98024,47.5753,-121.95,355340
8678500060,20140710T000000,1550000.0,5,4.25,2.0,0,0,3,12,1999,0,98024,47.5954,-121.95,399713
6073200075,20140730T000000,625000.0,3,1.75,1.0,0,0,5,7,1955,0,98006,47.5724,-122.179,23715
6388900710,20141219T000000,538000.0,3,2.5,2.0,0,0,3,8,1988,0,98056,47.5272,-122.169,30124
9808650060,20150225T000000,1300000.0,3,2.0,1.0,0,0,4,8,1976,0,98004,47.6408,-122.219,38966
2944010240,20140908T000000,988000.0,4,3.0,2.0,0,0,3,11,1987,0,98052,47.7205,-122.127,53597
8564950390,20140919T000000,525000.0,4,2.5,2.0,0,0,3,8,2003,0,98011,47.7734,-122.224,17154
2268400350,20140916T000000,749000.0,4,2.5,1.0,0,0,3,9,1976,2014,98006,47.559,-122.164,24318
7504101040,20140821T000000,722500.0,5,2.5,2.0,0,0,3,10,1983,0,98074,47.633,-122.041,36118
11500890,20150312T000000,843000.0,3,2.5,2.0,0,0,3,10,1991,0,98052,47.6954,-122.103,26873
284000223,20140916T000000,578000.0,3,1.75,1.0,0,2,3,8,1977,0,98146,47.504,-122.382,29335
3179100435,20140715T000000,641000.0,2,1.0,1.0,0,0,3,8,1953,0,98105,47.6694,-122.275,15978
2024069128,20141110T000000,1030000.0,3,2.5,1.0,0,0,3,10,2005,0,98027,47.5534,-122.078,28240
1049010390,20150319T000000,505000.0,3,2.0,1.0,0,0,3,7,1972,0,98034,47.7355,-122.18,14950
7905370390,20141009T000000,475000.0,5,2.5,1.0,0,0,3,7,1975,0,98034,47.7206,-122.211,21031
4140090240,20141105T000000,520000.0,3,2.25,1.0,0,0,5,8,1977,0,98028,47.7691,-122.262,26473
4055700030,20150502T000000,1450000.0,3,4.5,2.0,0,2,3,10,1977,1999,98034,47.7183,-122.258,49308
1324059104,20150421T000000,691100.0,3,2.75,1.0,0,0,4,8,1983,0,98006,47.5698,-122.121,39074
2287000030,20141014T000000,811000.0,3,1.75,1.0,0,0,4,8,1960,0,98040,47.5505,-122.221,25542
7702010030,20140520T000000,551000.0,3,2.5,2.0,0,0,3,9,2001,0,98028,47.7605,-122.234,19750
1529200340,20150108T000000,496500.0,3,2.5,2.0,0,0,3,8,1994,0,98072,47.7356,-122.157,14220
2122039094,20141126T000000,705000.0,3,3.0,2.0,1,3,4,9,1980,0,98070,47.3844,-122.438,102594
1742800030,20140612T000000,578000.0,4,2.5,1.0,0,2,5,9,1966,0,98055,47.4904,-122.226,27565
6154500070,20140626T000000,1050000.0,4,3.5,2.0,0,0,3,10,2007,0,98006,47.5637,-122.123,26519
2419600075,20141201T000000,465000.0,3,1.75,1.0,0,0,3,7,1954,0,98133,47.7311,-122.353,17160
8651611170,20150213T000000,868700.0,3,4.25,2.0,0,0,3,10,2000,0,98074,47.6336,-122.064,24780
8820902200,20141113T000000,1199000.0,4,2.75,2.0,0,1,3,9,1928,2013,98125,47.717,-122.281,27840
8651610890,20141014T000000,1150000.0,4,3.25,2.0,0,0,3,11,2000,0,98074,47.6332,-122.066,34858
1853080570,20140811T000000,859900.0,4,2.75,2.0,0,0,3,9,2011,0,98074,47.5906,-122.062,23579
6665800030,20140718T000000,590000.0,4,2.75,1.0,0,2,3,8,1975,0,98033,47.6658,-122.188,30378
6189200125,20150325T000000,849950.0,3,3.0,2.0,0,0,4,8,1973,0,98005,47.6344,-122.174,29536
9169600135,20141027T000000,525000.0,3,1.5,1.0,0,2,3,7,1950,0,98136,47.5275,-122.391,16442
2625069070,20150410T000000,1385000.0,4,3.25,2.5,0,0,3,9,1993,0,98074,47.6179,-122.005,376208
9286000240,20140711T000000,1067000.0,6,3.5,2.0,0,0,3,11,1998,0,98006,47.5521,-122.137,36906
8691370400,20141216T000000,699900.0,4,2.75,2.0,0,0,3,9,2002,0,98075,47.5985,-121.977,23044
5423010350,20150210T000000,1280000.0,5,2.5,2.0,0,1,4,8,1977,0,98027,47.5645,-122.082,30461
8562501040,20141120T000000,452000.0,4,1.5,1.0,0,0,4,7,1963,0,98052,47.6734,-122.154,19420
3760000030,20141030T000000,669950.0,5,2.5,2.0,0,0,4,7,1960,0,98034,47.7081,-122.215,32004
4432600075,20150128T000000,725000.0,4,2.0,2.0,0,0,3,9,1925,2003,98116,47.5836,-122.387,14220
9274202270,20140818T000000,625000.0,2,1.5,1.5,0,0,4,7,1900,0,98116,47.5872,-122.39,14345
7852170140,20150510T000000,650000.0,4,2.5,2.0,0,0,3,9,2003,0,98065,47.5416,-121.864,20163
1245002952,20141015T000000,1197350.0,4,2.5,2.0,0,0,3,10,1999,0,98033,47.684,-122.205,26060
5113400431,20140508T000000,615000.0,2,1.0,1.0,0,0,4,7,1946,0,98119,47.6454,-122.373,16910
3885805665,20140612T000000,1485000.0,4,3.75,2.0,0,0,3,10,2006,0,98033,47.6821,-122.196,28220
8121200810,20150505T000000,585000.0,4,1.75,1.0,0,0,4,8,1981,0,98052,47.7206,-122.11,23149
5126310400,20150305T000000,480000.0,4,2.5,2.0,0,0,3,8,2005,0,98059,47.4877,-122.139,23604
7322910030,20140721T000000,1095000.0,5,3.5,2.0,0,0,4,9,1990,0,98053,47.6554,-122.018,119312
9276201895,20140820T000000,615000.0,3,1.75,1.0,0,0,5,7,1951,0,98116,47.5789,-122.393,15570
925059288,20150507T000000,750000.0,3,2.5,2.0,0,0,3,9,2001,0,98033,47.6734,-122.173,23240
4386700135,20141114T000000,2250000.0,4,2.25,2.5,0,0,5,9,1916,0,98112,47.6415,-122.285,29829
1923069078,20140805T000000,890000.0,4,3.25,2.0,0,0,3,10,2005,0,98059,47.4711,-122.084,380998
726049331,20150326T000000,515000.0,5,3.0,1.0,0,0,3,8,2005,0,98133,47.7546,-122.341,16466
4348800030,20141121T000000,727500.0,2,2.0,1.0,0,0,4,7,1952,0,98004,47.6221,-122.193,22100
7202331420,20140620T000000,650000.0,4,2.5,2.0,0,0,3,7,2003,0,98053,47.683,-122.039,21994
3225079035,20140618T000000,1600000.0,6,5.0,2.0,0,3,3,11,2001,0,98024,47.6033,-121.943,480933
339500160,20141008T000000,662000.0,3,1.75,1.0,0,0,3,9,1984,0,98052,47.6917,-122.084,73374
4403600270,20150224T000000,970000.0,4,3.25,2.0,0,0,3,10,1987,0,98075,47.5931,-122.071,138256
6204420070,20150501T000000,452000.0,4,1.75,1.0,0,0,3,7,1979,0,98011,47.7373,-122.197,21468
622049114,20150218T000000,2125000.0,3,2.5,2.0,1,4,4,12,1976,0,98166,47.4169,-122.348,143229
224069094,20140911T000000,530000.0,3,2.25,1.0,0,0,3,8,1967,0,98075,47.5896,-122.009,60730
2944000240,20150422T000000,910000.0,4,2.5,2.0,0,0,3,11,1988,0,98052,47.7197,-122.131,64590
4139400710,20140523T000000,782000.0,4,2.5,2.0,0,0,4,10,1991,0,98006,47.5623,-122.116,26704
4099500935,20140723T000000,705000.0,3,1.75,1.0,0,2,4,7,1946,0,98040,47.5885,-122.248,25296
1373800295,20141013T000000,1450000.0,3,3.0,2.0,0,3,5,10,1952,0,98199,47.6452,-122.411,25840
4025300135,20150508T000000,451000.0,3,1.75,2.0,0,0,3,7,1949,0,98155,47.749,-122.305,25038
4309710240,20140722T000000,725000.0,4,2.5,2.0,0,3,3,9,1999,0,98059,47.5146,-122.117,68035
5486800070,20140620T000000,1950000.0,7,3.5,2.0,0,1,3,11,1965,2003,98040,47.5666,-122.231,48442
4376700570,20150427T000000,750000.0,6,1.75,2.0,0,0,4,8,1973,0,98052,47.6368,-122.097,26666
3624079046,20141028T000000,460000.0,4,3.0,1.0,0,0,3,7,1978,0,98065,47.52,-121.845,180660
6431500140,20141217T000000,880000.0,3,2.5,2.0,0,0,3,9,2014,0,98103,47.6935,-122.352,20528
2725069050,20140613T000000,863000.0,4,2.5,2.0,0,0,3,10,1997,0,98074,47.6239,-122.023,41047
5307100060,20141216T000000,638700.0,3,1.75,1.0,0,0,3,7,1960,0,98005,47.5846,-122.168,24136
2436701180,20140814T000000,671500.0,5,2.75,1.5,0,0,5,7,1927,0,98105,47.667,-122.289,14360
98020350,20150123T000000,720000.0,4,4.0,2.0,0,0,3,10,2004,0,98075,47.5816,-121.97,25532
1189000030,20140603T000000,650000.0,5,2.75,1.5,0,0,5,8,1902,0,98122,47.6136,-122.299,15570
1526069135,20141211T000000,930000.0,4,4.0,2.5,0,2,3,9,2009,0,98077,47.7466,-122.029,299246
1088650310,20150127T000000,530000.0,4,2.5,2.0,0,0,3,8,2004,0,98028,47.7727,-122.229,18054
7853240200,20140516T000000,619000.0,3,2.5,2.0,0,0,3,9,2005,0,98065,47.5422,-121.86,22379
2998800125,20140701T000000,730000.0,2,2.25,1.5,0,4,4,7,1941,0,98116,47.573,-122.409,16230
7942601895,20140819T000000,640000.0,3,2.5,1.5,0,0,3,8,1903,2013,98122,47.6045,-122.307,15600
7504010570,20140708T000000,900000.0,3,2.5,2.0,0,0,4,11,1978,0,98074,47.6366,-122.058,34825
2525069041,20140904T000000,505000.0,3,1.5,1.0,0,0,3,7,1981,0,98053,47.6277,-121.972,389873
7846200070,20141002T000000,595000.0,3,2.5,2.0,0,2,3,9,2004,0,98045,47.5008,-121.776,34163
662310400,20141017T000000,515000.0,4,3.0,2.0,0,0,3,9,1997,0,98023,47.2846,-122.341,26284
8651100140,20140805T000000,1220000.0,4,2.25,2.0,0,0,4,9,1962,0,98040,47.5494,-122.216,40100
8682250350,20141009T000000,507000.0,2,1.75,1.0,0,0,3,8,2004,0,98053,47.7123,-122.027,18224
7199350340,20140825T000000,460000.0,3,1.75,1.0,0,0,3,7,1980,0,98052,47.6947,-122.125,18600
240000058,20150408T000000,469000.0,4,2.75,1.0,0,0,5,8,1966,0,98188,47.425,-122.283,32088
5631500868,20150417T000000,590000.0,4,3.5,2.0,0,0,3,8,1996,0,98028,47.7466,-122.242,43642
3905040800,20140925T000000,533600.0,3,2.5,2.0,0,0,4,8,1990,0,98029,47.5694,-122.001,16215
4379400260,20140610T000000,695000.0,3,2.75,2.0,0,0,3,9,2005,0,98074,47.6214,-122.024,18718
6600700030,20150506T000000,525000.0,3,2.25,2.0,0,0,3,7,1981,0,98052,47.6844,-122.113,23809
